,Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes,DD_from_first_detection,gen_from_first_detection,DD_from_last_detection,gen_from_last_detection
6,743,x7,2021-09-29,,2021,San Jose,Santa Clara,CA,37.28,-121.88,OFF,Bactrocera dorsalis,Tangerine,1.0,,,,,Adult,,,,21CA-SAN01.01.01,21CA-SAN01.01,Jackson,,,,,,,186.71599435806274,0.3,65.48,0.1
0,749,x1,2021-09-24,,2021,San Jose,Santa Clara,CA,37.29,-121.84,OFF,Bactrocera dorsalis,Lime,1.0,,,,,Adult,,,,21CA-SAN01.01,21CA-SAN01.01,Jackson,,,,,,,134.6470947265625,0.22,27.13,0.04
1,748,x2,2021-09-23,,2021,San Jose,Santa Clara,CA,37.3,-121.84,OFF,Bactrocera dorsalis,Apple,1.0,,,,,Adult,,,,21CA-SAN01.01,21CA-SAN01.01,Jackson,,,,,,,120.86649560928345,0.19,29.51,0.05
2,747,x3,2021-09-22,,2021,San Jose,Santa Clara,CA,37.3,-121.85,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,,,,21CA-SAN01.01,21CA-SAN01.01,Jackson,,,,,,,107.51389598846436,0.17,39.89,0.06
3,746,x4,2021-09-20,,2021,San Jose,Santa Clara,CA,37.29,-121.83,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,,,,21CA-SAN01.01,21CA-SAN01.01,Jackson,,,,,,,77.89064693450928,0.12,77.89,0.12
4,745,x5,2021-09-20,,2021,San Jose,Santa Clara,CA,37.3,-121.84,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,,,,21CA-SAN01.01,21CA-SAN01.01,Jackson,,,,,,,77.89064693450928,0.12,10.27,0.02
5,744,x6,2021-09-14,,2021,San Jose,Santa Clara,CA,37.29,-121.82,OFF,Bactrocera dorsalis,Peach,1.0,,,,,Adult,,,,21CA-SAN01.01,21CA-SAN01.01,Jackson,,,,,,,0.0,0.0,,
7,742,AM0P06255440,2021-11-05,,2022,Upland,San Bernardino,CA,34.12,-117.68,Medfly,Ceratitis capitata,Orange,1.0,,,,,Adult,Quarantine,2 - High,,21CA-SBE01.01,21CA-SBE01.01,Jackson,,,3/13/1933,5/3/2022,6/18/2022,,65.69386770305924,0.19,65.69,0.19
8,741,SA0P06617862,2021-10-25,,2022,Upland,San Bernardino,CA,34.15,-117.66,Medfly,Ceratitis capitata,Grapefruit,,1.0,,,,Adult,Quarantine,,,21CA-SBE01.01,21CA-SBE01.01,Jackson,,,1/13/2022,4/9/2022,6/8/2022,,0.0,0.0,,
9,740,SJ0P06743108,2022-08-20,,2022,Valley Center,San Diego,CA,33.25,-117.03,Mexfly,Anastrepha ludens,Orange,1.0,,,,,Adult,Quarantine,,,22CA-DIE01.01,22CA-DIE01.01,McPhail,,,10/12/2022,4/6/2023,7/2/2023,,299.1332891464234,0.4,63.71,0.08
10,739,SM0P50005903,2022-08-17,,2022,Valley Center,San Diego,CA,33.25,-117.03,Mexfly,Anastrepha ludens,Orange,,,,,1.0,Larva,Quarantine,,,22CA-DIE01.01,22CA-DIE01.01,,,,,,,,252.55928897857663,0.33,33.84,0.04
11,738,SM0P50000477,2022-08-16,,2022,Valley Center,San Diego,CA,33.25,-117.03,Mexfly,Anastrepha ludens,Orange,2.0,,,,,Adult,Quarantine,2 - High,,22CA-DIE01.01,22CA-DIE01.01,McPhail,,,10/7/2022,3/25/2023,6/27/2023,,235.41898860931394,0.31,33.82,0.04
12,737,SM0P50005902,2022-08-15,,2022,Valley Center,San Diego,CA,33.25,-117.03,Mexfly,Anastrepha ludens,Orange,,1.0,,,,Adult,Quarantine,,,22CA-DIE01.01,22CA-DIE01.01,McPhail,,,10/4/2022,3/19/2023,6/24/2023,,218.7234399795532,0.29,71.1,0.09
13,736,SM0P50005901,2022-08-12,,2022,Valley Center,San Diego,CA,33.25,-117.02,Mexfly,Anastrepha ludens,Orange,1.0,,,,,Adult,Quarantine,,,22CA-DIE01.01,22CA-DIE01.01,McPhail,,,10/2/2022,3/14/2023,6/21/2023,,169.98019313812256,0.23,169.98,0.23
14,735,SM0P50000476,2022-08-03,,2022,Valley Center,San Diego,CA,33.25,-117.02,Mexfly,Anastrepha ludens,Citrus reticulata,,1.0,,,,Adult,Quarantine,,,22CA-DIE01.01,22CA-DIE01.01,McPhail,,,9/21/2022,1/25/2023,6/5/2023,,0.0,0.0,,
15,734,CE2P06578554,2022-06-28,,2022,North Hills,Los Angeles,CA,34.24,-118.49,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,22CA-LOS01.01,22CA-LOS01.01,Jackson,,,7/29/2022,8/27/2022,9/26/2022,,130.07314491271973,0.21,39.56,0.06
16,733,CE2P06578553,2022-06-28,,2022,North Hills,Los Angeles,CA,34.24,-118.49,OFF,Bactrocera dorsalis,Fig,10.0,,,,,Adult,Quarantine,2 - High,,22CA-LOS01.01,22CA-LOS01.01,Jackson,,,7/29/2022,8/27/2022,9/26/2022,,130.07314491271973,0.21,20.43,0.03
17,732,CE2P06842783,2022-06-27,,2022,North Hills,Los Angeles,CA,34.24,-118.48,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,22CA-LOS01.01,22CA-LOS01.01,Jackson,,,7/28/2022,8/26/2022,9/25/2022,,109.63934516906738,0.18,109.64,0.18
18,731,CE2P06842782,2022-06-22,,2022,North Hills,Los Angeles,CA,34.24,-118.46,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,22CA-LOS01.01,22CA-LOS01.01,Jackson,,,7/25/2022,8/24/2022,9/22/2022,,0.0,0.0,,
19,730,AH0P06298598,2023-01-05,,2023,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,5/2/2023,7/8/2023,8/20/2023,,1506.1321871842272,2.41,433.28,0.69
20,729,AH0P06298613,2022-10-27,,2023,Fountain Valley,Orange,CA,33.73,-117.96,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,2/11/2023,5/25/2023,7/21/2023,,1081.8288054466248,1.73,108.27,0.17
21,728,AH0P06298597,2022-10-19,,2023,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,1/26/2023,5/15/2023,7/15/2023,,988.594208240509,1.58,122.61,0.2
22,727,AH0P06298596,2022-10-10,,2023,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,12/28/2022,4/27/2023,7/4/2023,,878.9915142059326,1.41,95.66,0.15
23,726,AH0P06298594,2022-10-04,,2023,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,12/10/2022,4/16/2023,6/25/2023,,796.5568675994873,1.27,82.33,0.13
24,725,AH0P06298612,2022-09-29,,2022,Westminster,Orange,CA,33.74,-117.95,OFF,Bactrocera dorsalis,Pomelo,,1.0,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,McPhail,,,12/4/2022,4/11/2023,6/22/2023,,729.8936195373535,1.17,32.49,0.05
25,724,AH0P06298493,2022-09-28,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Guava,2.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,12/2/2022,4/9/2023,6/21/2023,,714.2316694259644,1.14,33.54,0.05
26,723,AH0P06298611,2022-09-27,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Persimmon,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,11/29/2022,4/3/2023,6/19/2023,,697.3991203308105,1.12,16.7,0.03
27,722,AH0P06298610,2022-09-27,,2022,Westminster,Orange,CA,33.75,-117.96,OFF,Bactrocera dorsalis,Persimmon,,1.0,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,McPhail,,,11/29/2022,4/3/2023,6/19/2023,,697.3991203308105,1.12,79.21,0.13
28,721,AH0P06298608,2022-09-23,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,11/20/2022,3/25/2023,6/13/2023,,632.242223739624,1.01,14.05,0.02
29,720,AH0P06298609,2022-09-23,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,11/20/2022,3/25/2023,6/13/2023,,632.242223739624,1.01,27.61,0.04
30,719,AM0P06298607,2022-09-22,,2022,Westminster,Orange,CA,33.75,-117.96,OFF,Bactrocera dorsalis,Persimmon,,1.0,,,,Adult,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,McPhail,,,11/20/2022,3/25/2023,6/13/2023,,618.1933736801147,0.99,13.56,0.02
31,718,AM0P50056021,2022-09-22,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Pomelo,,,,,4.0,Larva,Quarantine,,,22CA-ORA01.01,22CA-ORA01.01,,,,,,,,618.1933736801147,0.99,139.86,0.22
32,717,AH0P06298592,2022-09-13,,2022,Garden Grove,Orange,CA,33.76,-117.96,OFF,Bactrocera dorsalis,Persimmon,1.0,,,,,Adult,Quarantine,2 - High,,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,10/31/2022,2/20/2023,5/29/2023,,496.0015287399292,0.79,17.67,0.03
33,716,AH0P06298591,2022-09-13,,2022,Fountain Valley,Orange,CA,33.72,-117.96,OFF,Bactrocera dorsalis,Jujube,1.0,,,,,Adult,Quarantine,,22CA-E08-F07,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,10/31/2022,2/20/2023,5/29/2023,,486.74567890167236,0.78,73.23,0.12
34,715,AH0P06298588,2022-09-10,,2022,Fountain Valley,Orange,CA,33.72,-117.96,OFF,Bactrocera dorsalis,Guava,,1.0,,,,Adult,Quarantine,,22CA-E08-F06,22CA-ORA01.01,22CA-ORA01.01,McPhail,,,10/25/2022,2/9/2023,5/23/2023,,434.3079319000244,0.69,20.79,0.03
35,714,AH0P06298589,2022-09-10,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,22CA-E08-F05,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,10/25/2022,2/9/2023,5/23/2023,,443.46158027648926,0.71,42.46,0.07
36,713,AH0P06298587,2022-09-09,,2022,Garden Grove,Orange,CA,33.76,-117.95,OFF,Bactrocera dorsalis,Rose Apple,,1.0,,,,Adult,Quarantine,,22CA-E08-F04,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,10/23/2022,2/6/2023,5/21/2023,,422.86858081817627,0.68,42.38,0.07
37,712,AH0P06298525,2022-09-08,,2022,Fountain Valley,Orange,CA,33.72,-117.96,OFF,Bactrocera dorsalis,Jujube,1.0,,,,,Adult,Quarantine,,22CA-E08-F03,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,10/21/2022,2/3/2023,5/19/2023,,391.68418312072754,0.63,38.7,0.06
38,711,AH0P06298523,2022-09-07,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,22CA-E08-F02,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,10/20/2022,1/29/2023,5/17/2023,,380.48583221435547,0.61,380.49,0.61
39,710,AH0P06298520,2022-08-16,,2022,Westminster,Orange,CA,33.74,-117.96,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,22CA-E08-F01,22CA-ORA01.01,22CA-ORA01.01,Jackson,,,9/24/2022,11/22/2022,3/28/2023,,0.0,0.0,,
151,598,LH0P50020128,2024-03-19,,2024,Newhall,Los Angeles,CA,34.37,-118.54,Z. tau,Zeugodacus tau,Oak Tree,1.0,,,,,Adult,Quarantine,2 - Moderate,,23CA-ANG01.01.04,23CA-ANG01.01,Jackson,,,,,,"Old, Lost Trap found",2353.914403824446,5.13,317.7,0.69
152,597,LH0P50020103,2023-12-12,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.54,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,2 - Moderate,,23CA-ANG01.01.04,23CA-ANG01.01,Jackson,,,3/20/2024,5/22/2024,6/27/2024,,2042.0730858193951,4.45,99.49,0.22
153,596,LH0P50020102,2023-11-21,,2024,Santa Clarita,Los Angeles,CA,34.37,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.04,23CA-ANG01.01,Jackson,,,2/21/2024,5/1/2024,6/11/2024,,1949.0320962802075,4.24,31.14,0.07
154,595,LH0P50020101,2023-11-16,,2024,Santa Clarita,Los Angeles,CA,34.39,-118.54,Z. tau,Zeugodacus tau,Tangerine,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.04,23CA-ANG01.01,Jackson,,,,,,,1922.6938478646543,4.19,58.45,0.13
149,600,LH0P50020099,2023-11-07,,2024,Santa Clarita,Los Angeles,CA,34.37,-118.54,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.03,23CA-ANG01.01,Jackson,,,1/10/2024,4/8/2024,5/25/2024,,1871.7875120163644,4.08,7.55,0.02
150,599,LH0P50020098,2023-11-07,,2024,Santa Clarita,Los Angeles,CA,34.37,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.03,23CA-ANG01.01,Jackson,,,,,,,1871.7875120163644,4.08,61.05,0.13
114,635,LH0P50020097,2023-11-01,,2024,Santa Clarita,Los Angeles,CA,34.39,-118.53,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1818.976288780214,3.96,16.82,0.04
115,634,LH0P50020095,2023-10-31,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.54,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,1/10/2024,4/8/2024,5/25/2024,,1871.0236486786798,4.07,16.26,0.04
116,633,LH0P50020094,2023-10-30,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1862.8375994271237,4.06,8.08,0.02
117,632,LH0P50020093,2023-10-30,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1862.8375994271237,4.06,35.97,0.08
118,631,LH0P50020092,2023-10-26,,2024,Santa Clarita,Los Angeles,CA,34.42,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,2.0,,,,,Adult,Quarantine,3 - Low,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,12/1/2023,3/11/2024,5/7/2024,,1835.0036084218677,4.0,23.73,0.05
119,630,LH0P50020085,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1759.5341442962085,3.83,55.99,0.12
120,629,LH0P50020086,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,2.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1759.5341442962085,3.83,7.14,0.02
121,628,LH0P50020087,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1759.5341442962085,3.83,7.14,0.02
122,627,LH0P50020088,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1759.5341442962085,3.83,7.14,0.02
123,626,LH0P50020089,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1759.5341442962085,3.83,7.14,0.02
124,625,LH0P50020090,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.39,-118.56,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1759.5341442962085,3.83,7.14,0.02
125,624,LH0P50020091,2023-10-24,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1818.9338094182667,3.96,7.66,0.02
126,623,LH0P50020084,2023-10-20,,2024,Santa Clarita,Los Angeles,CA,34.39,-118.55,Z. tau,Zeugodacus tau,Hachya Persimmon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,McPhail,,,,,,,1719.0757959075368,3.74,30.32,0.07
127,622,LH0P50020083,2023-10-19,,2024,Santa Clarita,Los Angeles,CA,34.37,-118.55,Z. tau,Zeugodacus tau,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,McPhail,,,12/1/2023,3/11/2024,5/7/2024,,1703.5446462531481,3.71,53.54,0.12
128,621,LH0P50020082,2023-10-16,,2024,Santa Clarita,Los Angeles,CA,34.38,-118.53,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1662.6285978789722,3.62,40.42,0.09
129,620,LH0P50020081,2023-10-13,,2024,Newhall,Los Angeles,CA,34.38,-118.53,Z. tau,Zeugodacus tau,Oak Tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,12/1/2023,3/11/2024,5/7/2024,,1631.2331242177315,3.55,16.38,0.04
130,619,LH0P50020077,2023-10-12,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1679.9178234381877,3.66,7.27,0.02
131,618,LH0P50020076,2023-10-12,,2024,Valencia,Los Angeles,CA,34.41,-118.54,Z. tau,Zeugodacus tau,Fig,,1.0,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,McPhail,,,,,,,1679.9178234381877,3.66,15.94,0.03
132,617,LH0P50020075,2023-10-11,,2024,Los Angeles,Santa Clarita,CA,34.41,-118.55,Z. tau,Zeugodacus tau,Lemon,,1.0,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,McPhail,,,,,,,1672.6446236129007,3.64,20.87,0.05
133,616,LH0P50020074,2023-10-10,,2024,Valencia,Los Angeles,CA,34.41,-118.58,Z. tau,Zeugodacus tau,Olive,2.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1658.3430606049315,3.61,26.2,0.06
134,615,LH0P50020072,2023-10-09,,2024,Santa Clarita,Los Angeles,CA,34.37,-118.56,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1595.0816763303108,3.47,14.31,0.03
135,614,LH0P50020073,2023-10-09,,2024,Santa Clarita,Los Angeles,CA,34.37,-118.56,Z. tau,Zeugodacus tau,Oak Tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1595.0816763303108,3.47,59.65,0.13
136,613,LH0P50020071,2023-10-06,,2024,Valencia,Los Angeles,CA,34.41,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1600.8977622956054,3.49,37.78,0.08
137,612,LH0P50020070,2023-10-04,,2024,Valencia,Los Angeles,CA,34.39,-118.57,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1499.7085820057366,3.27,16.26,0.04
138,611,LH0P50020068,2023-10-03,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.55,Z. tau,Zeugodacus tau,Fig,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,11/8/2023,2/2/2024,4/22/2024,,1569.4119778723918,3.42,6.62,0.01
139,610,LH0P50020069,2023-10-03,,2024,Santa Clarita,Los Angeles,CA,34.4,-118.54,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1569.4119778723918,3.42,35.57,0.08
140,609,LH0P50020066,2023-09-29,,2023,Santa Clarita,Los Angeles,CA,34.41,-118.54,Z. tau,Zeugodacus tau,Sycamore,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1543.846096573157,3.36,10.01,0.02
141,608,LH0P50020067,2023-09-29,,2023,Santa Clarita,Los Angeles,CA,34.41,-118.54,Z. tau,Zeugodacus tau,Sycamore,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1543.846096573157,3.36,34.73,0.08
142,607,LH0P50020065,2023-09-27,,2023,Santa Clarita,Los Angeles,CA,34.39,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1467.559812792578,3.2,72.58,0.16
143,606,LH0P50020064,2023-09-27,,2023,Santa Clarita,Los Angeles,CA,34.39,-118.56,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1467.559812792578,3.2,11.59,0.03
144,605,LH0P50020062,2023-09-20,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Kabocha Squash,,,,,65.0,Larva,Quarantine,3 - Low,,23CA-ANG01.01.02,23CA-ANG01.01,,,,,,,,1404.0389659870054,3.06,9.06,0.02
145,604,CE2P06848274,2023-09-20,,2023,Newhall,Los Angeles,CA,34.37,-118.55,Z. tau,Zeugodacus tau,Native Cherry,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,McPhail,,,10/19/2023,12/18/2023,3/24/2024,,1404.0389659870054,3.06,28.05,0.06
146,603,LH0P50020061,2023-09-18,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,2.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,10/19/2023,12/18/2023,3/26/2024,,1386.119866598883,3.02,42.74,0.09
147,602,LH0P50020060,2023-09-18,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1386.119866598883,3.02,10.13,0.02
148,601,LH0P50020059,2023-09-18,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.02,23CA-ANG01.01,Jackson,,,,,,,1386.119866598883,3.02,10.13,0.02
80,669,LH0P50020058,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1354.4192184436704,2.95,11.04,0.02
81,668,LH0P50020057,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.37,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1354.4192184436704,2.95,21.84,0.05
82,667,LH0P50020056,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Squash,,,,,15.0,Egg,Quarantine,3 - Low,,23CA-ANG01.01.01,23CA-ANG01.01,,,,,,,,1354.4192184436704,2.95,11.04,0.02
83,666,LH0P50020056,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Squash,,,,,44.0,Larva,Quarantine,3 - Low,,23CA-ANG01.01.01,23CA-ANG01.01,,,,,,,,1354.4192184436704,2.95,11.04,0.02
84,665,LH0P50020055,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.37,-118.55,Z. tau,Zeugodacus tau,Ornamental,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1354.4192184436704,2.95,11.04,0.02
85,664,LH0P50020054,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.56,Z. tau,Zeugodacus tau,Mulberry Tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1354.4192184436704,2.95,11.04,0.02
86,663,LH0P50020053,2023-09-15,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.56,Z. tau,Zeugodacus tau,Oak Tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1354.4192184436704,2.95,11.04,0.02
87,662,LH0P50020051,2023-09-14,,2023,Newhall,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,2.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
88,661,LH0P50020052,2023-09-14,,2023,Newhall,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,6.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
