,Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes,DD_from_first_detection,gen_from_first_detection,DD_from_last_detection,gen_from_last_detection
256,493,RS0P50040618,2023-10-11,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,336.02988147735596,0.54,10.76,0.02
257,492,RS0P50040620,2023-10-11,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,,1.0,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,336.02988147735596,0.54,10.76,0.02
258,491,RS0P50040623,2023-10-11,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,2.0,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,336.02988147735596,0.54,10.76,0.02
260,489,RS0P50040602,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
261,488,RS0P50040603,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Shade Tree,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
262,487,RS0P50040604,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,337.3920364379883,0.54,14.57,0.02
263,486,RS0P50040605,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,337.3920364379883,0.54,14.57,0.02
264,485,RS0P50040606,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
265,484,RS0P50040607,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
266,483,RS0P50040608,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
267,482,RS0P50040609,2023-10-10,,2024,Redlands,San Bernardino,CA,34.08,-117.19,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,356.0254831314087,0.57,15.17,0.02
268,481,RS0P50040610,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,337.3920364379883,0.54,87.93,0.14
269,480,RS0P50040611,2023-10-10,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,317.1814313693284,0.51,14.07,0.02
270,479,RS0P50040612,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,337.3920364379883,0.54,14.57,0.02
271,478,RS0P50040613,2023-10-10,,2024,Redlands,San Bernardino,CA,34.02,-117.16,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,327.54003554114746,0.52,14.36,0.02
272,477,RS0P50040617,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Tangelo,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,325.26778173446655,0.52,14.39,0.02
273,476,RS0P50040619,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,325.26778173446655,0.52,14.39,0.02
274,475,RS0P50040621,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,325.26778173446655,0.52,14.39,0.02
275,474,RS0P50040622,2023-10-10,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
276,473,RS0P50040576,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,6.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
277,472,RS0P50040577,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade Tree,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
278,471,RS0P50040578,2023-10-10,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,4.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,325.26778173446655,0.52,14.39,0.02
279,470,RS0P50040579,2023-10-10,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,317.1814313693284,0.51,14.07,0.02
452,297,RS0P50040580,2023-10-10,,2024,Moreno Valley,Riverside,CA,33.92,-117.15,OFF,Bactrocera dorsalis,Asian Pear,1.0,,,,,Adult,Quarantine,,23CA-E13-F05,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,12/23/2023,4/15/2024,6/11/2024,,330.02123975753784,0.53,14.52,0.02
280,469,RS0P50040571,2023-10-06,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,255.50648593902588,0.41,17.3,0.03
281,468,RS0P50040572,2023-10-06,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,250.08643444015968,0.4,16.75,0.03
282,467,RS0P50040573,2023-10-06,,2024,Redlands,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,,255.50648593902588,0.41,17.3,0.03
283,466,RS0P50040574,2023-10-06,,2024,Redlands,San Bernardino,CA,34.05,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,255.50648593902588,0.41,17.3,0.03
284,465,RS0P50040575,2023-10-06,,2024,Redlands,San Bernardino,CA,34.05,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,255.50648593902588,0.41,32.33,0.05
285,464,RS0P50040561,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Pomegranate,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,249.46343755722046,0.4,26.37,0.04
286,463,RS0P50040562,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,249.46343755722046,0.4,15.28,0.02
287,462,RS0P50040563,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Pomegranate,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,249.46343755722046,0.4,15.28,0.02
288,461,RS0P50040564,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,4.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,249.46343755722046,0.4,15.28,0.02
289,460,RS0P50040565,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,238.20923614501953,0.38,15.04,0.02
290,459,RS0P50040566,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,9.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,238.20923614501953,0.38,15.04,0.02
291,458,RS0P50040567,2023-10-05,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,6.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,238.20923614501953,0.38,15.04,0.02
292,457,RS0P50040568,2023-10-05,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,238.20923614501953,0.38,15.04,0.02
293,456,RS0P50040569,2023-10-05,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Pomegranate,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,,249.46343755722046,0.4,15.28,0.02
294,455,RS0P50040570,2023-10-05,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,,1.0,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,12/7/2023,4/9/2024,6/7/2024,,249.46343755722046,0.4,15.28,0.02
155,594,RS0P50040599,2023-10-04,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,234.18288850784302,0.37,11.09,0.02
156,593,RS0P50040598,2023-10-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.17388725280762,0.36,10.82,0.02
157,592,RS0P50040597,2023-10-04,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.17388725280762,0.36,17.15,0.03
158,591,RS0P50040536,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,3.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
159,590,RS0P50040537,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,3.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
160,589,RS0P50040538,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
161,588,RS0P50040539,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
162,587,RS0P50040540,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,3.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
163,586,RS0P50040583,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,7.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
164,585,RS0P50040584,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
165,584,RS0P50040585,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,McPhail,,,,,,,212.35388803482056,0.34,11.13,0.02
166,583,RS0P50040586,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.09698867797852,0.36,6.91,0.01
167,582,RS0P50040587,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,6.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
168,581,RS0P50040589,2023-10-03,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.09698867797852,0.36,6.91,0.01
169,580,RS0P50040590,2023-10-03,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,3.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.09698867797852,0.36,6.91,0.01
170,579,RS0P50040592,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
171,578,RS0P50040591,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,3.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.09698867797852,0.36,6.91,0.01
172,577,RS0P50040594,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.09698867797852,0.36,6.91,0.01
173,576,RS0P50040595,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,223.09698867797852,0.36,6.91,0.01
174,575,RS0P50040596,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,212.35388803482056,0.34,6.33,0.01
175,574,RS0P50040593,2023-10-03,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,,1.0,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,McPhail,,,,,,,212.35388803482056,0.34,6.33,0.01
176,573,RS0P50040588,2023-10-03,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,,1.0,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,McPhail,,,,,,,208.8158374591111,0.33,6.28,0.01
177,572,RS0P50040582,2023-10-02,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,206.02813816070557,0.33,33.48,0.05
178,571,RS0P50040535,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
179,570,RS0P50040534,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,180.78809118270874,0.29,11.29,0.02
180,569,RS0P50040533,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,180.78809118270874,0.29,11.29,0.02
181,568,RS0P50040532,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,9.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
182,567,RS0P50040531,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,6.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
183,566,RS0P50040530,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Grapefruit,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,192.12458992004395,0.31,12.27,0.02
184,565,RS0P50040529,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,186.3376431465149,0.3,11.67,0.02
185,564,RS0P50040528,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,180.78809118270874,0.29,11.29,0.02
186,563,RS0P50040526,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
187,562,RS0P50040524,2023-09-29,,2023,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,192.12458992004395,0.31,40.85,0.07
188,561,RS0P50040523,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,192.12458992004395,0.31,12.27,0.02
189,560,RS0P50040522,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,180.78809118270874,0.29,11.29,0.02
190,559,RS0P50040521,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.16,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,186.3376431465149,0.3,11.67,0.02
191,558,RS0P50040520,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.16,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,186.3376431465149,0.3,11.67,0.02
192,557,RS0P50040518,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lime,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,192.12458992004395,0.31,12.27,0.02
193,556,RS0P50040517,2023-09-29,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,180.78809118270874,0.29,11.29,0.02
194,555,RS0P50040516,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,13.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
195,554,RS0P50040515,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,8.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
196,553,RS0P50040514,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
197,552,RS0P50040513,2023-09-29,,2023,Redlands,San Bernardino,CA,34.05,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,184.34608840942383,0.29,11.8,0.02
259,490,RS0P50040527,2023-09-29,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Peach,,,,,2.0,Larva,Quarantine,3 - Low,,23CA-BER01.01.01,23CA-BER01.01,,,,,,,,184.34608840942383,0.29,11.8,0.02
453,296,RS0P50040519,2023-09-29,,2023,Moreno Valley,Riverside,CA,33.92,-117.17,OFF,Bactrocera dorsalis,Citrus spp.,1.0,,,,,Adult,Quarantine,,23CA-E13-F04,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,,191.89279413223267,0.31,12.43,0.02
198,551,RS0P50040510,2023-09-27,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,12/7/2023,4/9/2024,6/7/2024,,157.96724033355713,0.25,13.6,0.02
199,550,RS0P50040509,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,155.2853922843933,0.25,13.09,0.02
200,549,RS0P50040511,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Citrus spp.,,,,,43.0,Larva,Quarantine,3 - Low,,23CA-BER01.01,23CA-BER01.01,,,,,,,,155.2853922843933,0.25,13.09,0.02
201,548,RS0P50040506,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,155.2853922843933,0.25,25.35,0.04
202,547,RS0P50040505,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,155.2853922843933,0.25,13.09,0.02
203,546,RS0P50040504,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,5.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,155.2853922843933,0.25,13.09,0.02
204,545,RS0P50040503,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Pomegranate,2.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,155.2853922843933,0.25,13.09,0.02
205,544,RS0P50040502,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,155.2853922843933,0.25,13.09,0.02
206,543,RS0P50040501,2023-09-27,,2023,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,160.02244472503662,0.26,13.52,0.02
454,295,RS0P50040512,2023-09-27,,2023,Moreno Valley,Riverside,CA,33.95,-117.15,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,,23CA-E13-F03,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,11/26/2023,3/30/2024,6/1/2024,,161.09354209899902,0.26,14.0,0.02
455,294,RS0P50040508,2023-09-27,,2023,Moreno Valley,Riverside,CA,33.93,-117.16,OFF,Bactrocera dorsalis,Shade tree,1.0,,,,,Adult,Quarantine,,23CA-E13-F02,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,,165.04214429855347,0.26,13.44,0.02
456,293,RS0P50040507,2023-09-27,,2023,Moreno Valley,Riverside,CA,33.92,-117.16,OFF,Bactrocera dorsalis,Peach,1.0,,,,,Adult,Quarantine,,23CA-E13-F01,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,,165.04214429855347,0.26,13.44,0.02
207,542,RS8P50025022,2023-09-26,,2023,Yucaipa,San Bernardino,CA,34.04,-117.11,OFF,Bactrocera dorsalis,Apple,1.0,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,,144.37019062042236,0.23,25.81,0.04
