Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes
302,RS0P70005109,11/3/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Guava,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
301,RS0P70005138,11/3/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.21,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
300,RS0P70005139,11/3/2023,,2024,Redlands,San Bernardino,CA,34.07,-117.15,OFF,Bactrocera dorsalis,Tangerine,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
299,RS0P70005140,11/3/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.2,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,McPhail,,,,,,
298,RS0P70005152,11/3/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.21,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
297,RS0P50040580,10/10/2023,,2024,Moreno Valley,Riverside,CA,33.92,-117.15,OFF,Bactrocera dorsalis,Asian Pear,1,,,,,Adult,Quarantine,,23CA-E13-F05,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,12/23/2023,4/15/2024,6/11/2024,
296,RS0P50040519,9/29/2023,,2023,Moreno Valley,Riverside,CA,33.92,-117.17,OFF,Bactrocera dorsalis,Citrus spp.,1,,,,,Adult,Quarantine,,23CA-E13-F04,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
295,RS0P50040512,9/27/2023,,2023,Moreno Valley,Riverside,CA,33.95,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,23CA-E13-F03,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,11/26/2023,3/30/2024,6/1/2024,
294,RS0P50040508,9/27/2023,,2023,Moreno Valley,Riverside,CA,33.93,-117.16,OFF,Bactrocera dorsalis,Shade tree,1,,,,,Adult,Quarantine,,23CA-E13-F02,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
293,RS0P50040507,9/27/2023,,2023,Moreno Valley,Riverside,CA,33.92,-117.16,OFF,Bactrocera dorsalis,Peach,1,,,,,Adult,Quarantine,,23CA-E13-F01,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
292,RS8P50025011,9/19/2023,,2023,Calimesa,Riverside,CA,34,-117.03,OFF,Bactrocera dorsalis,Loquat,1,,,,,Adult,Quarantine,,23CA-E11-F04,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,11/10/2023,3/18/2024,5/24/2024,
291,RS8P50025010,9/19/2023,,2023,Calimesa,Riverside,CA,33.98,-117.04,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,23CA-E11-F03,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
290,RS8P50025004,9/18/2023,,2023,Calimesa,Riverside,CA,34,-117.02,OFF,Bactrocera dorsalis,Loquat,1,,,,,Adult,Quarantine,,23CA-E11-F02,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,11/1/2023,2/26/2024,5/15/2024,
289,RS8P50025008,9/14/2023,,2023,Calimesa,Riverside,CA,33.99,-117.05,OFF,Bactrocera dorsalis,Shade tree,1,,,,,Adult,Quarantine,,23CA-E11-F01,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
288,RS0P70005189,11/16/2023,,2024,San Bernardino,San Bernardino,CA,34.13,-117.24,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
287,RS0P70005148,11/16/2023,,2024,Highland,San Bernardino,CA,34.11,-117.22,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
286,RS0P70005149,11/16/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.21,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
285,RS0P70005181,11/13/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Plum,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
284,RS0P70005186,11/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
283,RS0P70005180,11/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
282,RS0P70005182,11/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
281,RS0P70005183,11/13/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
280,RS0P70005184,11/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
279,RS0P70005185,11/13/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
278,RS0P70005187,11/13/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Orange,1,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
277,RS0P70005188,11/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
276,RS0P70005178,11/11/2023,,2024,Loma Linda,San Bernardino,CA,34.04,-117.25,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
275,RS0P70005179,11/11/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.21,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
274,RS0P70005177,11/11/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.09,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
273,RS0P70005067,11/11/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,,,,2,Larva,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,,,,,,,
272,RS0P70005172,11/9/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.21,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
271,RS0P70005171,11/9/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
270,RS0P70005173,11/9/2023,,2024,Redlands,San Bernardino,CA,34.07,-117.22,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
269,RS0P70005175,11/9/2023,,2024,San Bernardino,San Bernardino,CA,34.16,-117.25,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
268,RS0P70005176,11/9/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.17,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
267,RS0P70005194,11/9/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Orange,,2,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
266,RS0P70005195,11/9/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,2,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
265,RS0P70005196,11/9/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
264,RS0P70005197,11/9/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lime,1,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
263,RS0P70005198,11/9/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
262,RS0P70005199,11/9/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
261,RS0P70005200,11/9/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,,2,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.04,23CA-BER01.01,McPhail,,,,,,
260,RS0P70005174,11/9/2023,,2024,Moreno Valley,Riverside,CA,33.94,-117.17,OFF,Bactrocera dorsalis,Sapote,1,,,,,Adult,Quarantine,,,23CA-BER01.01.04,23CA-BER01.01,Jackson,,,,,,
259,RS0P70005203,11/21/2023,,2024,San Bernardino,San Bernardino,CA,34.11,-117.32,OFF,Bactrocera dorsalis,Guava,,1,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,3/31/2024,5/31/2024,7/11/2024,
258,RS0P70005202,11/21/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.18,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
257,RS0P70005155,11/20/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.12,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
256,RS0P70005158,11/20/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Citrus spp.,1,,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
255,RS0P70005126,11/20/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
254,RS0P70005127,11/20/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
253,RS0P70005128,11/20/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
252,RS0P70005129,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Citrus spp.,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
251,RS0P70005130,11/20/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.2,OFF,Bactrocera dorsalis,Persimmon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
250,RS0P70005153,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
249,RS0P70005154,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
248,RS0P70005156,11/20/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
247,RS0P70005157,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
246,RS0P70005159,11/20/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Mexican Guava,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
245,RS0P70005160,11/20/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
244,RS0P70005201,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Citrus spp.,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
243,RS0P70005164,11/20/2023,,2024,San Bernardino,San Bernardino,CA,34.14,-117.25,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
242,RS0P70005165,11/20/2023,,2024,San Bernardino,San Bernardino,CA,34.13,-117.28,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
241,RS0P70005166,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
240,RS0P70005169,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
239,RS0P70005167,11/20/2023,,2024,Redlands,San Bernardino,CA,34.45,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,,,1,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
238,RS0P70005168,11/20/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
237,RS0P70005170,11/20/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.14,OFF,Bactrocera dorsalis,Tangerine,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
236,RS0P70005190,11/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
235,RS0P70005161,11/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
234,RS0P70005162,11/17/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.11,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
233,RS0P70005108,11/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
232,RS0P70005110,11/17/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,McPhail,,,,,,
231,RS0P70005163,11/17/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.22,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.05,23CA-BER01.01,Jackson,,,,,,
230,RS8P50025007,12/4/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.09,OFF,Bactrocera dorsalis,Peach,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,4/5/2024,6/4/2024,7/16/2024,
229,RS0P70005249,12/5/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
228,RS0P70005248,12/5/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Tangerine,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
227,RS0P70005247,12/5/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
226,RS0P70005246,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
225,RS0P70005245,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
224,RS0P70005244,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Citrus spp.,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
223,RS0P70005243,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,3,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
222,RS0P70005242,12/4/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.16,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
221,RS0P70005241,12/4/2023,,2024,Redlands,San Bernardino,CA,34.07,-117.22,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
220,RS0P70005240,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Tangerine,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
219,RS0P70005239,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
218,RS0P70005238,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
217,RS0P70005237,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Asian Pear,,2,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
216,RS0P70005236,12/4/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.17,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
215,RS0P70005235,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
214,RS0P70005234,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Shade Tree,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
213,RS0P70005233,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
212,RS0P70005232,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
211,RS0P70005231,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
210,RS0P70005230,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,2,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
209,RS0P70005229,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,,2,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
208,RS0P70005228,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
207,RS0P70005227,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1,4,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
206,RS0P70005226,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lime,,,,1,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
205,RS0P70005225,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,McPhail,,,,,,
204,RS0P70005223,12/4/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.07,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
203,RS0P70005224,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
202,RS0P70005221,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
201,RS0P70005222,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade Tree,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
200,RS0P70005219,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
199,RS0P70005218,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade Tree,4,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
198,RS0P70005216,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,3,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
197,RS0P70005217,12/4/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
196,RS0P70005220,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
195,RS0P70005214,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
194,RS0P70005215,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
193,RS0P70005212,12/4/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
192,RS0P70005213,12/4/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
191,RS0P70005211,12/4/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.2,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.06,23CA-BER01.01,Jackson,,,,,,
