Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes
533,RS0P06738052,9/25/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
532,RS0P06738054,9/25/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
531,RS0P06738053,9/25/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
530,RS0P06738057,9/25/2023,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,13,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
529,RS0P06738055,9/25/2023,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,3,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
528,RS0P06738056,9/25/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
527,RS0P06738058,9/25/2023,,2023,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
526,RS0P06731335,9/25/2023,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,9,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
525,RS0P06731336,9/25/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,2,,,,,Adult,Quarantine,,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
524,RS0P06738051,9/22/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,3,,,,,Adult,Quarantine,2 - High,,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
523,RS0P06738050,9/21/2023,,2023,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,23CA-E12-F03,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
522,RS8P50025012,9/20/2023,,2023,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,,23CA-E12-F02,23CA-BER01.01,23CA-BER01.01,Jackson,,,,,,
521,RS0P50040631,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.12,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
520,RS0P50040632,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
519,RS0P50040633,10/12/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.1,OFF,Bactrocera dorsalis,Peach,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
518,RS0P50040634,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
517,RS0P50040635,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
516,RS0P50040636,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
515,RS0P50040637,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Persimmon,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
514,RS0P50040638,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
513,RS0P50040639,10/12/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.15,OFF,Bactrocera dorsalis,Lemon,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
512,RS0P50040640,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
511,RS0P50040641,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
510,RS0P50040642,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
509,RS0P50040643,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
508,RS0P50040644,10/12/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
507,RS0P50040645,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,3,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
506,RS0P50040658,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1,6,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
505,RS0P50040659,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
504,RS0P50040660,10/12/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Magnolia,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
503,RS0P50040661,10/12/2023,,2024,Redlands,San Bernardino,CA,34.08,-117.1,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
502,RS0P50040626,10/11/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.12,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
501,RS0P50040627,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
500,RS0P50040628,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
499,RS0P50040629,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
498,RS0P50040630,10/11/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Olive,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
497,RS0P50040541,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,,,,1,Larva,Quarantine,3 - Low,,23CA-BER01.01.01,23CA-BER01.01,,,,,,,
496,RS0P50040614,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,5,18,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
495,RS0P50040615,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Asian Pear,,2,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
494,RS0P50040616,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
493,RS0P50040618,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
492,RS0P50040620,10/11/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
491,RS0P50040623,10/11/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,2,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
490,RS0P50040527,9/29/2023,,2023,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Peach,,,,,2,Larva,Quarantine,3 - Low,,23CA-BER01.01.01,23CA-BER01.01,,,,,,,
489,RS0P50040602,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
488,RS0P50040603,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
487,RS0P50040604,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
486,RS0P50040605,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
485,RS0P50040606,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
484,RS0P50040607,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
483,RS0P50040608,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
482,RS0P50040609,10/10/2023,,2024,Redlands,San Bernardino,CA,34.08,-117.19,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
481,RS0P50040610,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
480,RS0P50040611,10/10/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
479,RS0P50040612,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
478,RS0P50040613,10/10/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.16,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
477,RS0P50040617,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Tangelo,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
476,RS0P50040619,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
475,RS0P50040621,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
474,RS0P50040622,10/10/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
473,RS0P50040576,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,6,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
472,RS0P50040577,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade Tree,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
471,RS0P50040578,10/10/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,4,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
470,RS0P50040579,10/10/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
469,RS0P50040571,10/6/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
468,RS0P50040572,10/6/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
467,RS0P50040573,10/6/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,McPhail,,,,,,
466,RS0P50040574,10/6/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
465,RS0P50040575,10/6/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
464,RS0P50040561,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Pomegranate,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
463,RS0P50040562,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
462,RS0P50040563,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Pomegranate,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
461,RS0P50040564,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,4,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
460,RS0P50040565,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
459,RS0P50040566,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,9,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
458,RS0P50040567,10/5/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,6,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
457,RS0P50040568,10/5/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
456,RS0P50040569,10/5/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Pomegranate,2,,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,,,,
455,RS0P50040570,10/5/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,,1,,,,Adult,Quarantine,,,23CA-BER01.01.01,23CA-BER01.01,Jackson,,,12/7/2023,4/9/2024,6/7/2024,
454,RS0P70005106,11/3/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
453,RS0P70005105,11/2/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.18,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
452,RS0P70005137,11/2/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.06,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
451,RS0P70005063,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Asian Pear,,,,,29,Larva,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,,,,,,,
450,RS0P70005062,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,,,,,4,Larva,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,,,,,,,
449,RS0P70005090,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
448,RS0P70005114,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Olive,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
447,RS0P70005124,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
446,RS0P70005131,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
445,RS0P70005132,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
444,RS0P70005133,11/1/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
443,RS0P70005134,11/1/2023,,2024,Yucaipa,San Bernardino,CA,34.04,-117.42,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
442,RS0P70005135,11/1/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
441,RS0P70005085,10/31/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.18,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,2/14/2024,5/11/2024,6/28/2024,
440,RS0P70005086,10/31/2023,,2024,Mentone,San Bernardino,CA,34.07,-117.08,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
439,RS0P70005087,10/31/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.2,OFF,Bactrocera dorsalis,Apple,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
438,RS0P70005088,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
437,RS0P70005089,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
436,RS0P70005111,10/31/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.19,OFF,Bactrocera dorsalis,Guava,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
435,RS0P70005112,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
434,RS0P70005113,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
433,RS0P70005115,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
432,RS0P70005116,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,3,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
431,RS0P70005117,10/31/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
430,RS0P70005118,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
429,RS0P70005119,10/31/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
428,RS0P70005120,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
427,RS0P70005121,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Ornamental tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
426,RS0P70005122,10/31/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
425,RS0P70005123,10/31/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
424,RS0P70005100,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
423,RS0P70005102,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
422,RS0P70005101,10/30/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
421,RS0P70005099,10/30/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.16,OFF,Bactrocera dorsalis,Strawberry Guava,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
420,RS0P70005098,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
419,RS0P70005103,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Apple,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
418,RS0P70005095,10/30/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
